alphaEarly,placementHitMultiplier,adjHitBonus,mcBlendRatio,games,threads,p1_avg_shots,p2_avg_shots
0.800,1.800,0.150,0.000,400,4,50.080,50.102
0.800,1.800,0.150,0.250,400,4,49.347,49.292
0.800,1.800,0.150,0.500,400,4,49.545,49.500
0.800,1.800,0.175,0.000,400,4,50.193,50.157
0.800,1.800,0.175,0.250,400,4,49.605,49.630
0.800,1.800,0.175,0.500,400,4,49.778,49.748
0.800,1.800,0.200,0.000,400,4,49.218,49.227
0.800,1.800,0.200,0.250,400,4,50.053,50.062
