alphaEarly,placementHitMultiplier,adjHitBonus,mcBlendRatio,games,threads,p1_avg_shots,p2_avg_shots
0.800,2.000,0.200,0.500,1000,8,50.473,50.441
0.700,1.500,0.200,0.000,1000,8,49.124,49.094
